BatchId,AccountId,SubscriptionId,CustomerId,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,Date,Hour,Day,Month,MargeBrute,TauxRentabilité
BatchId_11194,AccountId_2742,SubscriptionId_678,CustomerId_3163,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_94569,AccountId_3185,SubscriptionId_2267,CustomerId_3613,ProviderId_3,ProductId_15,financial_services,ChannelId_3,15000.0,15000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_36857,AccountId_3185,SubscriptionId_2267,CustomerId_3613,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2,2019-02-13,11,13,2,-1200.0,-0.10714285714285714
BatchId_129382,AccountId_4841,SubscriptionId_3829,CustomerId_3613,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-644.0,644,2,2019-02-13,11,13,2,-1288.0,-2.0
BatchId_36003,AccountId_3070,SubscriptionId_423,CustomerId_3496,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_102754,AccountId_1455,SubscriptionId_4037,CustomerId_1823,ProviderId_3,ProductId_15,financial_services,ChannelId_3,2000.0,2000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_80440,AccountId_470,SubscriptionId_383,CustomerId_800,ProviderId_5,ProductId_3,airtime,ChannelId_3,500.0,500,4,2019-02-13,11,13,2,0.0,0.0
BatchId_17263,AccountId_4841,SubscriptionId_3829,CustomerId_800,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25.0,25,2,2019-02-13,11,13,2,-50.0,-2.0
BatchId_62349,AccountId_4202,SubscriptionId_483,CustomerId_4654,ProviderId_5,ProductId_10,airtime,ChannelId_3,2000.0,2000,4,2019-02-13,11,13,2,0.0,0.0
BatchId_121381,AccountId_10,SubscriptionId_4346,CustomerId_3422,ProviderId_4,ProductId_10,airtime,ChannelId_5,-1000.0,1000,4,2019-02-13,11,13,2,-2000.0,-2.0
BatchId_84092,AccountId_4202,SubscriptionId_483,CustomerId_4654,ProviderId_5,ProductId_10,airtime,ChannelId_3,2000.0,2000,4,2019-02-13,11,13,2,0.0,0.0
BatchId_74859,AccountId_4841,SubscriptionId_3829,CustomerId_4654,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-40.0,40,2,2019-02-13,11,13,2,-80.0,-2.0
BatchId_21921,AccountId_10,SubscriptionId_4346,CustomerId_3422,ProviderId_4,ProductId_10,airtime,ChannelId_5,-1000.0,1000,4,2019-02-13,11,13,2,-2000.0,-2.0
BatchId_27310,AccountId_3366,SubscriptionId_3181,CustomerId_3799,ProviderId_3,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_28047,AccountId_4227,SubscriptionId_2561,CustomerId_4681,ProviderId_1,ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_74763,AccountId_2231,SubscriptionId_2531,CustomerId_2643,ProviderId_1,ProductId_15,financial_services,ChannelId_3,11000.0,11000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_4790,AccountId_470,SubscriptionId_383,CustomerId_800,ProviderId_5,ProductId_4,airtime,ChannelId_3,3500.0,3500,4,2019-02-13,11,13,2,0.0,0.0
BatchId_54731,AccountId_4841,SubscriptionId_3829,CustomerId_800,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-175.0,175,2,2019-02-13,11,13,2,-350.0,-2.0
BatchId_100912,AccountId_1137,SubscriptionId_1123,CustomerId_1494,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_38821,AccountId_4841,SubscriptionId_3829,CustomerId_1494,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,11,13,2,-100.0,-2.0
BatchId_121676,AccountId_1155,SubscriptionId_2300,CustomerId_1512,ProviderId_1,ProductId_15,financial_services,ChannelId_3,12000.0,12000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_282,AccountId_2142,SubscriptionId_3826,CustomerId_2547,ProviderId_1,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_58356,AccountId_3129,SubscriptionId_836,CustomerId_3555,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,11,13,2,0.0,0.0
BatchId_21216,AccountId_432,SubscriptionId_759,CustomerId_761,ProviderId_5,ProductId_3,airtime,ChannelId_3,2100.0,2100,4,2019-02-13,11,13,2,0.0,0.0
BatchId_26051,AccountId_4841,SubscriptionId_3829,CustomerId_3555,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20.0,20,2,2019-02-13,11,13,2,-40.0,-2.0
BatchId_5842,AccountId_4841,SubscriptionId_3829,CustomerId_761,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-105.0,105,2,2019-02-13,11,13,2,-210.0,-2.0
BatchId_119650,AccountId_1155,SubscriptionId_2300,CustomerId_1512,ProviderId_6,ProductId_21,utility_bill,ChannelId_3,10000.0,11200,2,2019-02-13,11,13,2,-1200.0,-0.10714285714285714
BatchId_6488,AccountId_4841,SubscriptionId_3829,CustomerId_1512,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-644.0,644,2,2019-02-13,11,13,2,-1288.0,-2.0
BatchId_107313,AccountId_4345,SubscriptionId_1048,CustomerId_4801,ProviderId_5,ProductId_3,airtime,ChannelId_3,2000.0,2000,4,2019-02-13,11,13,2,0.0,0.0
BatchId_42033,AccountId_4841,SubscriptionId_3829,CustomerId_4801,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100.0,100,2,2019-02-13,11,13,2,-200.0,-2.0
BatchId_96455,AccountId_432,SubscriptionId_759,CustomerId_761,ProviderId_5,ProductId_21,utility_bill,ChannelId_3,1800.0,2454,2,2019-02-13,12,13,2,-654.0,-0.2665036674816626
BatchId_106451,AccountId_2659,SubscriptionId_3327,CustomerId_3078,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_106982,AccountId_4841,SubscriptionId_3829,CustomerId_761,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-496.0,496,2,2019-02-13,12,13,2,-992.0,-2.0
BatchId_11435,AccountId_4841,SubscriptionId_3829,CustomerId_3078,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_122163,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_5,ProductId_15,financial_services,ChannelId_3,7000.0,7000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_75956,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_6,ProductId_4,airtime,ChannelId_3,5000.0,5000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_114331,AccountId_4841,SubscriptionId_3829,CustomerId_665,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-250.0,250,2,2019-02-13,12,13,2,-500.0,-2.0
BatchId_105920,AccountId_137,SubscriptionId_361,CustomerId_459,ProviderId_1,ProductId_3,airtime,ChannelId_3,1000.0,1000,4,2019-02-13,12,13,2,0.0,0.0
BatchId_35584,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_102185,AccountId_4841,SubscriptionId_3829,CustomerId_665,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_52962,AccountId_3329,SubscriptionId_3110,CustomerId_3760,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_54915,AccountId_4841,SubscriptionId_3829,CustomerId_3760,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_5776,AccountId_1007,SubscriptionId_2353,CustomerId_1358,ProviderId_6,ProductId_4,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_128110,AccountId_4841,SubscriptionId_3829,CustomerId_1358,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_59639,AccountId_4383,SubscriptionId_2283,CustomerId_4840,ProviderId_6,ProductId_4,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_25845,AccountId_4841,SubscriptionId_3829,CustomerId_4840,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_28373,AccountId_10,SubscriptionId_4346,CustomerId_786,ProviderId_4,ProductId_10,airtime,ChannelId_5,-2000.0,2000,4,2019-02-13,12,13,2,-4000.0,-2.0
BatchId_112584,AccountId_319,SubscriptionId_2961,CustomerId_648,ProviderId_1,ProductId_1,airtime,ChannelId_3,3000.0,3000,4,2019-02-13,12,13,2,0.0,0.0
BatchId_83629,AccountId_752,SubscriptionId_2683,CustomerId_1097,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_31894,AccountId_3366,SubscriptionId_3181,CustomerId_3799,ProviderId_6,ProductId_10,airtime,ChannelId_3,10000.0,10000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_9139,AccountId_4383,SubscriptionId_2283,CustomerId_4840,ProviderId_6,ProductId_4,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_110,AccountId_4841,SubscriptionId_3829,CustomerId_648,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-150.0,150,2,2019-02-13,12,13,2,-300.0,-2.0
BatchId_98755,AccountId_4841,SubscriptionId_3829,CustomerId_3799,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-200.0,200,2,2019-02-13,12,13,2,-400.0,-2.0
BatchId_98955,AccountId_4841,SubscriptionId_3829,CustomerId_4840,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_83492,AccountId_3476,SubscriptionId_2958,CustomerId_3912,ProviderId_5,ProductId_10,airtime,ChannelId_3,5000.0,5000,4,2019-02-13,12,13,2,0.0,0.0
BatchId_33129,AccountId_2850,SubscriptionId_3241,CustomerId_3272,ProviderId_1,ProductId_10,airtime,ChannelId_1,900.0,900,4,2019-02-13,12,13,2,0.0,0.0
BatchId_17423,AccountId_4841,SubscriptionId_3829,CustomerId_3912,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100.0,100,2,2019-02-13,12,13,2,-200.0,-2.0
BatchId_121910,AccountId_4841,SubscriptionId_3829,CustomerId_3272,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-18.0,18,2,2019-02-13,12,13,2,-36.0,-2.0
BatchId_120951,AccountId_3329,SubscriptionId_3110,CustomerId_3760,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_27691,AccountId_4841,SubscriptionId_3829,CustomerId_3760,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20.0,20,2,2019-02-13,12,13,2,-40.0,-2.0
BatchId_93571,AccountId_2142,SubscriptionId_3826,CustomerId_2547,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_127984,AccountId_2142,SubscriptionId_3826,CustomerId_2547,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_88268,AccountId_335,SubscriptionId_3204,CustomerId_665,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_133614,AccountId_4841,SubscriptionId_3829,CustomerId_665,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_56234,AccountId_2292,SubscriptionId_1248,CustomerId_2706,ProviderId_5,ProductId_3,airtime,ChannelId_3,500.0,500,4,2019-02-13,12,13,2,0.0,0.0
BatchId_135417,AccountId_4841,SubscriptionId_3829,CustomerId_2706,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-25.0,25,2,2019-02-13,12,13,2,-50.0,-2.0
BatchId_63526,AccountId_4383,SubscriptionId_2283,CustomerId_4840,ProviderId_6,ProductId_3,airtime,ChannelId_3,2000.0,2000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_45810,AccountId_4841,SubscriptionId_3829,CustomerId_4840,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100.0,100,2,2019-02-13,12,13,2,-200.0,-2.0
BatchId_99019,AccountId_2805,SubscriptionId_3966,CustomerId_3226,ProviderId_6,ProductId_3,airtime,ChannelId_3,10000.0,10000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_33031,AccountId_3786,SubscriptionId_729,CustomerId_4229,ProviderId_5,ProductId_3,airtime,ChannelId_3,1100.0,1100,4,2019-02-13,12,13,2,0.0,0.0
BatchId_117748,AccountId_4841,SubscriptionId_3829,CustomerId_3226,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-500.0,500,2,2019-02-13,12,13,2,-1000.0,-2.0
BatchId_15365,AccountId_4841,SubscriptionId_3829,CustomerId_4229,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-55.0,55,2,2019-02-13,12,13,2,-110.0,-2.0
BatchId_102953,AccountId_369,SubscriptionId_176,CustomerId_699,ProviderId_1,ProductId_1,airtime,ChannelId_3,1100.0,1100,4,2019-02-13,12,13,2,0.0,0.0
BatchId_68118,AccountId_2659,SubscriptionId_3327,CustomerId_3078,ProviderId_6,ProductId_10,airtime,ChannelId_3,1500.0,1500,2,2019-02-13,12,13,2,0.0,0.0
BatchId_112838,AccountId_4841,SubscriptionId_3829,CustomerId_3078,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-30.0,30,2,2019-02-13,12,13,2,-60.0,-2.0
BatchId_109095,AccountId_369,SubscriptionId_176,CustomerId_699,ProviderId_6,ProductId_1,airtime,ChannelId_3,125.0,125,2,2019-02-13,12,13,2,0.0,0.0
BatchId_66647,AccountId_2976,SubscriptionId_923,CustomerId_3401,ProviderId_6,ProductId_10,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_106998,AccountId_4841,SubscriptionId_3829,CustomerId_3401,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-20.0,20,2,2019-02-13,12,13,2,-40.0,-2.0
BatchId_77452,AccountId_2325,SubscriptionId_3304,CustomerId_2739,ProviderId_5,ProductId_3,airtime,ChannelId_3,1000.0,1000,4,2019-02-13,12,13,2,0.0,0.0
BatchId_117644,AccountId_4841,SubscriptionId_3829,CustomerId_2739,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,12,13,2,-100.0,-2.0
BatchId_9300,AccountId_3447,SubscriptionId_4352,CustomerId_3882,ProviderId_6,ProductId_3,airtime,ChannelId_3,1200.0,1200,2,2019-02-13,12,13,2,0.0,0.0
BatchId_86196,AccountId_3447,SubscriptionId_4352,CustomerId_3882,ProviderId_3,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-13,12,13,2,0.0,0.0
BatchId_96551,AccountId_4600,SubscriptionId_460,CustomerId_5065,ProviderId_6,ProductId_4,airtime,ChannelId_3,90000.0,90000,2,2019-02-13,13,13,2,0.0,0.0
BatchId_28044,AccountId_3447,SubscriptionId_4352,CustomerId_3882,ProviderId_3,ProductId_3,airtime,ChannelId_3,2000.0,2000,1,2019-02-13,13,13,2,0.0,0.0
BatchId_107812,AccountId_1825,SubscriptionId_4080,CustomerId_2216,ProviderId_6,ProductId_3,airtime,ChannelId_3,500.0,500,2,2019-02-13,13,13,2,0.0,0.0
BatchId_68092,AccountId_4841,SubscriptionId_3829,CustomerId_3882,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-100.0,100,2,2019-02-13,13,13,2,-200.0,-2.0
BatchId_62612,AccountId_3447,SubscriptionId_4352,CustomerId_3882,ProviderId_3,ProductId_10,airtime,ChannelId_3,1500.0,1500,1,2019-02-13,13,13,2,0.0,0.0
BatchId_6333,AccountId_4841,SubscriptionId_3829,CustomerId_3882,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-30.0,30,2,2019-02-13,13,13,2,-60.0,-2.0
BatchId_30989,AccountId_3447,SubscriptionId_4352,CustomerId_3882,ProviderId_3,ProductId_15,financial_services,ChannelId_3,10000.0,10000,2,2019-02-13,13,13,2,0.0,0.0
BatchId_61573,AccountId_4383,SubscriptionId_2283,CustomerId_4840,ProviderId_6,ProductId_3,airtime,ChannelId_3,1000.0,1000,2,2019-02-13,13,13,2,0.0,0.0
BatchId_35976,AccountId_4451,SubscriptionId_4790,CustomerId_4910,ProviderId_1,ProductId_15,financial_services,ChannelId_3,5000.0,5000,2,2019-02-13,13,13,2,0.0,0.0
BatchId_25812,AccountId_4841,SubscriptionId_3829,CustomerId_4840,ProviderId_4,ProductId_6,financial_services,ChannelId_2,-50.0,50,2,2019-02-13,13,13,2,-100.0,-2.0
BatchId_135402,AccountId_98,SubscriptionId_2745,CustomerId_419,ProviderId_1,ProductId_15,financial_services,ChannelId_3,1000.0,1000,2,2019-02-13,13,13,2,0.0,0.0
